,date,username,retweets,text,mentions,hashtags
1286,8/16/2018 10:28,indiannavy,327,OpMadad KeralaFloodRelief keralafloods Flight Diver Amit rescues a small child from Aluva. Pilot in Command Cdr Vijay Verma.twitter.com/UQmf5rYu27,@SpokespersonMoD @DefenceMinIndia @DG_PIBpic,#OpMadad #KeralaFloodRelief #keralafloods
1288,8/16/2018 10:18,mallucomrade,736,Modi government's 1. Ad spend: 4300 crores 2. Kumbh Mela allocation: 4200 crores 3. Shivaji statue: 3600 crores 4. Patel statue: 2989 crores 5. PM's foreign trips: 1484 crores 6. Gujarat flood relief: 500 crores 7. Kerala flood relief: 100 crores KeralaFloods,@debrayaM,#KeralaFloods
1291,8/16/2018 10:03,resulp,598,My dear friends in Bollywood please be generous in helping my state.Every gesture counts millions now KeralaFloods.twitter.com/qGEF6UPct5,@iamsrk @BeingSalmanKhan @aamir_khan @FarOutAkhtar @priyankachopra @SrBachchan @iHrithik @akshaykumar @deepikapadukone @RanveerOfficial @chintskappic,#Bollywood #KeralaFloods
1292,8/16/2018 10:01,Karthi_Offl,2005,Just met the honâble CM of Kerala. I understand the state needs more funds than relief material. Please donate generously to âCMDRFâ. Keralafloods CMDRF.twitter.com/hyV2AG1YA5,@CMOKeralapic,#Keralafloods #CMDRF
1294,8/16/2018 9:48,sumanthraman,340,"A huge disaster seems to be unfolding in Kerala. Water levels still rising in many places. Time for every one of us to provide whatever support & help we can. And media friends, a sincere request NO POLITICS PLEASE. now is the time to help save lives KeralaFloods",@CMOTamilNadu,#KeralaFloods
1296,8/16/2018 9:33,mir19in,237,This is the fury Kerala's dealing with at the moment. Ground slipping away from below. The people need all the help they can get. Video from Kottiyoor in Kannur Please contribute. Spread the word. Payment gateway:  UPI ID: keralacmdrf@sbi KeralaFloods pic.twitter.com/iJHkBvzg6p,@sbi,#Kerala #Kannur #KeralaFloods
1300,8/16/2018 8:29,indiannavy,119,OpMadad KeralaFloodRelief keralafloods Deployment of IndianNavy relief teams in Kerala as of 1400h/ 16 Aug..twitter.com/qKjrs72GVx,@DefenceMinIndia @SpokespersonMoD @nsitharaman @PMOIndia @CMOKerala @ndmaindia @DG_PIBpic,#OpMadad #KeralaFloodRelief #keralafloods #IndianNavy
1302,8/16/2018 8:20,DDNewsLive,77,"IAF airlifts a person during rescue operations in flood-affected Varkala, Kerala KeralaFloods.twitter.com/2ShcJzpwKp",@IAF_MCCpic,#Kerala #KeralaFloods
1305,8/16/2018 8:14,VijayFansTrends,235,Please contribute to the Kerala Chief Minister Distress Relief Fund. Help them rebuild their State. KeralaFloodRelief KeralaFloods ,@CMOKerala,#KeralaFloodRelief #KeralaFloods #donation
1309,8/16/2018 7:56,S_VishnuVijay,306,Emergency numbers...Share Max KeralaFloods.twitter.com/xP6oWBs4R1,@actorvijay @RIAZtheboss @Jagadishbliss @BussyAnand @joy_stylist @AnjanaVJ @moulistic @imKBRshanthnu @KikiVijay @Actor_Mahendran @anupamahere @singersaindhavi @gvprakash @Samanthaprabhu2 @KeerthyOfficial @Mehreenpirzadapic,#KeralaFloods
1310,8/16/2018 7:46,arunkj537,182,"Saty safe friends Only 4Hrs Diffrnce b/w these two picsHouse@Ranni,Pathanamthitta district Heavy Rain continues Horrible conditions here in kerala KeralaFloodRelief KeralaFloods.twitter.com/33wftqu1si",@Ranni @LMKMovieManiac @sri50 @newpic,#KeralaFloodRelief #KeralaFloods
1314,8/16/2018 7:28,unnis_m,964,"Horrible visuals of landslide in Kottiyoor, Kannur district. This visuals will make us aware how drastic the situation in Kerala is. Hope the man who shot this video is safe. KeralaFloods.twitter.com/gTzQ3WCXVE",@dhanyarajendran @legaljournalist @varier_megha @jamewilspic,#KeralaFloods
1319,8/16/2018 6:48,KoomarShah,202,"If it's North, Modi will be there within few days.. But, If it's South, Modi will visit after few months.. Help Kerala not in words like pray to god and your fake promises.. Leave it.. Please! Work on ground KeralaFloods",@PMOIndia,#KeralaFloods
1321,8/16/2018 6:42,ShashiTharoor,1349,Dropped into the newsroom of to commend them on their exemplary 24x7 coverage of the KeralaFloods. They pulled all commercials & ad breaks to cover the unfolding crisis in a remarkable demonstration of commitment to news above profit. May our media ever improve! pic.twitter.com/XPDE1tQi3Z,@asianetnewstv,#KeralaFloods
1323,8/16/2018 6:32,CNNnews18,471,. came out at his residence to meet supporters and urged them not to celebrate his birthday this year owing to AtalBihariVajpayee's critical health and KeralaFloods. He also urged them to donate generously to help those in need in Kerala.  â¦pic.twitter.com/PiWsoUNwPA,@ArvindKejriwal,#AtalBihariVajpayee #KeralaFloods
1324,8/16/2018 6:18,mallucomrade,395,"Firstly, their coverage of KeralaFloods is nonexistent. And when they finally get off their asses, they spin it to please their lords. Not one of your pathetic govts could handle this situation the way our government is. you are truly the Arnab of India Today!pic.twitter.com/RIPCBEt2Mh",@rahulkanwal,#KeralaFloods
1330,8/16/2018 5:30,vasukibhaskar,287,Hoping n requesting our Tamil Nadu government to send rescue team with choppers to Kerala extending our support in this crucial hour of need.For it has gone beyond sending relief material to rescuing people for life. KeralaFloods.twitter.com/2UcC2Ct06G,@VishalKOfficialpic,#Kerala #KeralaFloods
1332,8/16/2018 4:58,adgpi,648,"KeralaFloods2018. Column of 13 Garhwal Rifle rescued 23 civilians from HIL colony in Eloor, Ernakulam District. Column used ingenuity and modified tubes and utensils to rescue ladies and children. WillNotLeaveBehindAnyone KeralaFloods OpMadad.twitter.com/1fDm0i1wwh",@PIB_India @SpokespersonMoDpic,#KeralaFloods2018 #WillNotLeaveBehindAnyone #KeralaFloods #OpMadad
1333,8/16/2018 4:57,KeralaPMC,64,We pray that God must show mercy on it's own country 'Kerala'. Our thoughts and prayers for the tragic loss of lives in the torrential rains leading to grim flood situation. We plead to the nation to provide their generous support in relief measures. KeralaFloods,@sushmitadevmp,#KeralaFloods
1334,8/16/2018 4:53,nsitharaman,342,Call received from and Hon. MP seeking help of and for relief work in KeralaFloods. Assured them that instructions are for extending immediate help. Every help.,@santhoshbjp @ShobhaBJP @adgpi @IAF_MCC @PIBTvpm @the_hindu @mathrubhuminews @Malayla_Manoram,#KeralaFloods
1335,8/16/2018 4:45,nsitharaman,342,"Hon spoke requesting for more boats, life jackets etc. Have instructed Def. Secretary to respond immediately. Awaiting the list from Chief Secretary, Kerala. There shall be no delay from our side. Additional helicopters being deployed. KeralaFloods",@CMOKerala @IAF_MCC @PIBTvpm,#KeralaFloods
1343,8/16/2018 2:43,rajeev_mp,86,"Dear I hv been recvng frantic rqsts for helicoptrs n boats to reach n rescue trappd residnts in Aranmula, Kozhencherry, Raanki taluks. Details fwding to ur office. Pls respnd urgntly. Cc: KeralaFloods",@HMOIndia @DefenceMinIndia @KirenRijiju @PMOIndia @CMOKerala,#KeralaFloods
1344,8/16/2018 2:35,ShivAroor,134,"Major mobilisation by for KeralaFloods. Southern Naval Command suspends ALL training activity, puts all resources on STATE-1 alert for rescue/relief â highest readiness state for peacetime. Resources also arriving from Eastern & Western naval commands. pic.twitter.com/DmGSKiCKuM",@IndianNavy,#KeralaFloods
1348,8/16/2018 2:01,satishacharya,234,"Stay safe, Kerala! cartoon KeralaFloods pic.twitter.com/ZoA9tuSboe",@sifydotcom,#KeralaFloods
1349,8/16/2018 1:45,nikhilnarayanan,183,"Since people are struggling to pass on their exact location with the rescuers, Kerala State Disaster Management Authority has released numbers to ping them with your location. pic.twitter.com/4iKOiHksUK Excellent idea. KeralaFloodRelief KeralaFloods Via",@Whatsapp @Jikkuvarghese,#KeralaFloodRelief #KeralaFloods
1359,8/15/2018 15:29,AnoopKaippalli,23,KeralaFloods situation has worsened. Even the situation in the capital Thiruvananthapuram is like this. is continuously trying to reach out to people under distress and provide all kinds of relief.pic.twitter.com/wlLQNpoHLl,@BJYM,#KeralaFloods
1360,8/15/2018 14:50,ShashiTharoor,220,"Urge to immediately authorize all MPs to donate upto 25 lakhs each from their MPLADS funds for KeralaFloods relief, on behalf of the compassionate people they represent. There are several precedents, eg floods in Uttarakhand, Tamil Nadu. Pls don't delay!",@DVSBJP @rajnathsingh,#KeralaFloods
1361,8/15/2018 14:43,NH_India,344,"National media coverage has been grossly inadequate compared to the gravity of the situation in Kerala, said Congress MP. Out of water, food and electricity, many Malayalis have been sharing their difficulties on social media KeralaFloods  â¦",@ShashiTharoor,#Kerala #KeralaFloods
1366,8/15/2018 13:51,Anupamafans,313,KeralaFloods salute.twitter.com/bJrTXVkAdM,@anupamaherepic,#KeralaFloods
1388,8/14/2018 13:11,sachin_rt,2503,Prayers are always good but in times of dire need and suffering we all can do more. Right now the victims and families of the KeralaFloods need our help. Letâs show them that we StandWithKerala. Even a small contribution to Keralaâs CMDRF would go a long way..twitter.com/UFQCVL3G3x,@CMOKeralapic,#KeralaFloods #StandWithKerala #CMDRF
1394,8/13/2018 14:17,GironaFC,470,"Girona FC wants to express its solidarity with the citizens of Kerala, who have suffered serious floods these days. Our thoughts are with you. KeralaFloods pic.twitter.com/uNT1lpRPpZ",@keralablasters,#KeralaFloods
1395,8/13/2018 12:05,igtelugu,125,AlluArjun donates big for Kerala relief measures  â¦ KeralaFloodRelief KeralaFloods pic.twitter.com/pJtYR4iQQQ,@alluarjun,#AlluArjun #Kerala #KeralaFloodRelief #KeralaFloods
1396,8/13/2018 11:19,rameshlaus,174,Stylish Star who is very popular in Kerala pledges 25 Lakhs donation to Kerala Chief Minister Disaster Relief fund.. A noble and generous gesture.. KeralaFloods,@alluarjun,#Kerala #Kerala #KeralaFloods
1399,8/13/2018 6:08,MelbourneCity,271,Our thoughts are with our friends in Kerala impacted by the flash floods that have hit the area. KeralaFloods pic.twitter.com/MuGMrNP81j,@KeralaBlasters @kbfc_manjappada,#KeralaFloods
1406,8/12/2018 15:17,Singam_Fort,151,"RT & SHARE KeralaFloods Helpline Numbers kerala Chief Ministerâs Distress Relief Fund A/c No : 67319948232 Bank : SBI City Branch, TVM IFSC : SBIN0070028 Help kerala.twitter.com/EZF04JdFN1",@Suriya_offl @rajsekarpandian @rameshlaus @LMKMovieManiacpic,#KeralaFloods
1408,8/12/2018 13:42,SuriyaFansClub,263,â¢ We NorthChennaiSFC planning To Send 10K Biscuit Packets & 5K Milk Powder Packets to Kerala for Flood Relief Camp ..As Of Now 4K Biscuit Packets & 500 Milkpowder Packets are ready! Will update about it soon KeralaFloods KeralaRains.twitter.com/cfL32rQIML,@Suriya_offl @rajsekarpandianpic,#NorthChennaiSFC #KeralaFloods #KeralaRains
1410,8/12/2018 6:07,PIB_India,68,"Home Minister to visit the flood-affected areas of Kerala today. 14 NDRF teams deployed; seven rescued, 398 others and 12 livestock evacuated http://www.pib.nic.in/PressReleseDetail.aspx?PRID=1542799 â¦ KeralaFloods KeralaFloodReliefpic.twitter.com/Xl2bCCofiJ",@rajnathsingh,#KeralaFloods #KeralaFloodReliefpic
1411,8/12/2018 4:50,RenukaJain6,326,Today when is helping citizens struck in KeralaFloods where are the leftist & ?? Busy campaigning for elections in Rajasthan And they named RSS as Hindu terrorism I am proud of helping all irrespective of religion or caste.,@RSSorg @RahulGandhi @RSSorg,#KeralaFloods
1413,8/11/2018 15:12,ManobalaV,125,Nammavar & donate â¹50 lacs [â¹25L each] to the Chief Ministers Distress Relief Fund Kerala. Great gesture KeralaFloods2018 KeralaFloodRelief KeralaFloods pic.twitter.com/6XfiOybSyX,@ikamalhaasan @vijaytelevision,#Nammavar #KeralaFloods2018 #KeralaFloodRelief #KeralaFloods
1417,8/11/2018 10:58,Jikkuvarghese,397,"The hero of the day is Kanayya Kumar(Bihar), a personel who risked himself to save a child. The above frame is the current talking point in Kerala. KeralaFloods pic.twitter.com/aPbvz4MJpu",@NDRFHQ,#KeralaFloods
1418,8/11/2018 10:42,ByRakeshSimha,775,"Kerala Christians and Muslims are well known for their hatred of Hindus. With most of Kerala under water, they have no problems accepting help from the and other Sanghis. KeralaFloods pic.twitter.com/kjEjfBrhbO",@RSS_Org,#KeralaFloods
1419,8/11/2018 10:37,igtamil,266,Instant Response by and donate to rain ravaged KeralaFloods KeralaFloodRelief â¦,@Suriya_offl @Karthi_Offl,#KeralaFloods #KeralaFloodReliefhttps
1420,8/11/2018 10:20,rameshlaus,623,Actors and donate 25 Lakhs to Kerala Chief Minister Disaster Relief fund to help the people affected by KeralaFloods Great gesture,@Suriya_offl @Karthi_Offl,#Kerala #KeralaFloods
1421,8/11/2018 10:19,sidhuwrites,214,Kudos and for standing up to a worrying issue. The brothers have donated INR 25 lakhs towards the KeralaFloods relief fund.,@Suriya_offl @Karthi_Offl,#KeralaFloods
1422,8/11/2018 10:18,LMKMovieManiac,395,"Generous brothers, & have contributed a total of 25 lakhs to the Kerala CM relief fund, for the KeralaFloods",@Suriya_offl @Karthi_Offl,#Kerala #KeralaFloods
1423,8/11/2018 10:10,itisprashanth,309,Wonderful gesture by brothers and . They have donated 25 lakhs for KeralaFloods relief work !! Long live both !! . pic.twitter.com/X8tZemSFtG,@Suriya_offl @Karthi_Offl,#KeralaFloods
1424,8/11/2018 10:09,Suriya_Trends,288,"BREAKING : In response to KeralaFloods happening now, & has announced to donate a sum of 25 lakhs to Chief minister's distress relief fund!! KeralaFloodRelief",@Suriya_offl @Karthi_Offl,#KeralaFloods #KeralaFloodRelief
1425,8/11/2018 10:07,SSMusicTweet,353,. & donates 25 lakhs to Kerala people for KeralaFloods ! pic.twitter.com/6JNfZT4MKh,@Suriya_offl @Karthi_Offl,#KeralaFloods
1427,8/11/2018 8:37,rameshlaus,221,Superstar fans have sent relief materials to those affected by KeralaFloods Kudos to the Team.. pic.twitter.com/TKmWWafHIE,@rajinikanth @RBSIRAJINI,#Superstar #KeralaFloods
1432,8/10/2018 16:14,rajeshpadmar,300,"RSS Swayamsevaks rushed in for rescue works at various Flood hit zones in Kerala, helped and served the flood effected Citizens with Food, Shelter etc. KeralaFloods KeralaRain.twitter.com/8SP7kB4wEL",@bnutwt @PartyVillage017pic,#KeralaFloods #KeralaRain
1434,8/10/2018 12:57,PIB_India,50,. is extending all possible assistance to the people affected by landslides and KeralaFloods through Humanitarian Assistance Disaster Relief HADR missions. IAF will continue to provide HADR till the situation is normalized. FloodRelief http://bit.ly/2Mx59wI pic.twitter.com/kTWk3l0g9s,@IAF_MCC,#KeralaFloods #HADR #FloodRelief
1440,8/10/2018 8:13,shreyadhoundial,325,Whatever it Takes. Salute KeralaFloods pic.twitter.com/4ced62NgwW,@adgpi,#Salute #KeralaFloods
1446,8/9/2018 17:38,SuriyaFansClub,118,â¢ Stay Safe Everyone..Here are the Helpline Numbers..! Share KeralaFloods KeralaRains.twitter.com/9W7ZpMnKP9,@Suriya_offl @rajsekarpandian @Karthi_Offl @prabhu_srpic,#KeralaFloods #KeralaRains
1451,8/9/2018 9:56,Madrassan_Pinky,90,"KeralaRain One shutter of the Cheruthoni Dam, a part of the dam system of the Idukki hydel reservoir, opened after 26 years, following heavy rains. KeralaFloods.twitter.com/QgcjLmMxVK",@abpnewstvpic,#KeralaRain #KeralaFloods
1458,8/9/2018 7:18,NedrickExpress,3,20 people die in Kerala owing to flooding and landslides following heavy and incessant rains keralarains KeralaFloods,@CMOKerala,#Kerala #keralarains #KeralaFloods
1466,8/9/2018 6:03,Ansariabba,0,Kerala hits heavy rains. KeralaFloods 13 deaths reported and 8 missing across the states. Dams shutter opened to lesser calamity. Huge loses incurred. have taken measures to ensure safety and minimise lose. A new state development plan should be created for future.pic.twitter.com/PImfwnfUF5,@CMOKerala,#Kerala #KeralaFloods
